user_id,group_id,preference,time,delete
14719,36309,PIZZA,"06/14/2023, 22:42:18",0
14768,36343,PASTA,"06/14/2023, 22:51:24",0
14768,36343,VERDURE,"06/14/2023, 22:51:28",0
14768,36343,PIZZA,"06/14/2023, 22:51:37",0
14771,36371,PASTA,"06/14/2023, 23:10:55",0
14804,36376,PIZZA,"06/14/2023, 23:21:00",0
15345,36181,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 23:23:52",0
14669,36403,PASTA,"06/14/2023, 23:36:10",0
14771,36413,PIZZA,"06/14/2023, 23:40:47",0
14774,36416,PASTA,"06/14/2023, 23:42:46",0
14770,36419,PASTA,"06/14/2023, 23:45:23",0
14757,36425,PASTA,"06/14/2023, 23:46:25",0
14752,36411,PASTA,"06/14/2023, 23:47:56",0
14781,36434,CARNE,"06/14/2023, 23:54:37",0
14781,36434,PESCE,"06/14/2023, 23:54:46",0
14781,36437,TORTELLINI,"06/14/2023, 23:56:26",0
15391,36438,TORTELLINI,"06/14/2023, 23:58:35",0
15391,36438,PESCE,"06/14/2023, 23:58:39",0
15392,36438,PIZZA,"06/14/2023, 23:58:44",0
15392,36438,PASTA,"06/14/2023, 23:58:49",0
14907,36439,PASTA,"06/14/2023, 23:58:53",0
15393,36438,TORTELLINI,"06/14/2023, 23:58:53",0
15393,36438,PASTA,"06/14/2023, 23:58:58",0
15394,36438,CARNE,"06/14/2023, 23:59:07",0
15394,36438,GNOCCHI,"06/14/2023, 23:59:12",0
15394,36438,VERDURE,"06/14/2023, 23:59:12",0
15394,36438,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 23:59:26",0
14788,36442,PIZZA,"06/14/2023, 23:59:44",0
15403,36444,CARNE,"06/15/2023, 00:01:48",0
15403,36444,GNOCCHI,"06/15/2023, 00:01:57",0
15403,36444,VERDURE,"06/15/2023, 00:02:02",0
15403,36444,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 00:02:06",0
15405,36444,TORTELLINI,"06/15/2023, 00:02:07",0
15405,36444,PASTA,"06/15/2023, 00:02:11",0
15404,36444,PIZZA,"06/15/2023, 00:02:21",0
15404,36444,PASTA,"06/15/2023, 00:02:21",0
15410,36446,CARNE,"06/15/2023, 00:03:22",0
15410,36446,GNOCCHI,"06/15/2023, 00:03:22",0
15410,36446,VERDURE,"06/15/2023, 00:03:22",0
15410,36446,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 00:03:41",0
15412,36446,PIZZA,"06/15/2023, 00:03:41",0
15412,36446,PASTA,"06/15/2023, 00:03:45",0
15411,36446,TORTELLINI,"06/15/2023, 00:03:50",0
15411,36446,PASTA,"06/15/2023, 00:03:55",0
15413,36446,TORTELLINI,"06/15/2023, 00:04:00",0
15413,36446,PESCE,"06/15/2023, 00:04:10",0
14762,36460,PASTA,"06/15/2023, 00:27:14",0
14762,36460,PIZZA,"06/15/2023, 00:27:14",0
14762,36460,LEGUMI,"06/15/2023, 00:27:14",0
14743,36471,CARNE,"06/15/2023, 00:30:44",0
14743,36475,TORTELLINI,"06/15/2023, 00:35:00",0
14682,36481,TORTELLINI,"06/15/2023, 01:01:24",0
14772,36482,PASTA,"06/15/2023, 01:02:03",0
14772,36486,TORTELLINI,"06/15/2023, 01:04:10",0
15456,36486,TORTELLINI,"06/15/2023, 01:04:20",0
15456,36486,PIZZA,"06/15/2023, 01:04:25",0
15456,36486,VERDURE,"06/15/2023, 01:04:30",0
15456,36486,PASTA,"06/15/2023, 01:04:34",0
15457,36486,CARNE,"06/15/2023, 01:04:39",0
15457,36486,PASTA,"06/15/2023, 01:04:43",0
14770,36488,VERDURE,"06/15/2023, 01:06:10",0
14645,36490,PIZZA,"06/15/2023, 01:08:01",0
14645,36500,LEGUMI,"06/15/2023, 01:10:38",0
14927,36522,PIZZA,"06/15/2023, 01:41:56",0
14927,36522,CARNE,"06/15/2023, 01:43:51",0
15495,36522,PIZZA,"06/15/2023, 01:45:31",0
15495,36522,PASTA,"06/15/2023, 01:45:43",0
15495,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:45:43",0
15495,36522,CARNE,"06/15/2023, 01:45:48",0
15496,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:47:39",0
15496,36522,LEGUMI,"06/15/2023, 01:47:44",0
15496,36522,LEGUMI,"06/15/2023, 01:47:49",0
15496,36522,PIZZA,"06/15/2023, 01:47:54",0
15496,36522,PESCE,"06/15/2023, 01:47:59",0
15496,36522,PASTA,"06/15/2023, 01:48:05",0
15496,36522,CARNE,"06/15/2023, 01:48:10",0
15496,36522,LEGUMI,"06/15/2023, 01:48:15",0
15496,36522,RISO,"06/15/2023, 01:48:19",0
15496,36522,TORTELLINI,"06/15/2023, 01:48:24",0
15496,36522,VERDURE,"06/15/2023, 01:48:29",0
15496,36522,PASTA,"06/15/2023, 01:48:34",0
15496,36522,CARNE,"06/15/2023, 01:48:39",0
15496,36522,CARNE,"06/15/2023, 01:48:43",0
15496,36522,PESCE,"06/15/2023, 01:48:48",0
15496,36522,RISO,"06/15/2023, 01:48:53",0
15496,36522,TORTELLINI,"06/15/2023, 01:48:58",0
15496,36522,VERDURE,"06/15/2023, 01:49:03",0
15496,36522,LEGUMI,"06/15/2023, 01:49:08",0
15496,36522,PIZZA,"06/15/2023, 01:49:12",0
15496,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:17",0
15496,36522,CARNE,"06/15/2023, 01:49:22",0
15496,36522,CARNE,"06/15/2023, 01:49:27",0
15496,36522,PASTA,"06/15/2023, 01:49:32",0
15496,36522,RISO,"06/15/2023, 01:49:37",0
15497,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:42",0
15497,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:51",0
15497,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:51",0
15497,36522,PIZZA,"06/15/2023, 01:49:56",0
15497,36522,PESCE,"06/15/2023, 01:50:01",0
15497,36522,CARNE,"06/15/2023, 01:50:58",0
15497,36522,TORTELLINI,"06/15/2023, 01:51:11",0
14927,36527,CARNE,"06/15/2023, 01:55:30",0
15503,36527,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:56:05",0
15503,36527,CARNE,"06/15/2023, 01:56:09",0
15503,36527,VERDURE,"06/15/2023, 01:56:14",0
15503,36527,PASTA,"06/15/2023, 01:56:23",0
15503,36527,PESCE,"06/15/2023, 01:56:28",0
15504,36527,CARNE,"06/15/2023, 01:56:32",0
15504,36527,PASTA,"06/15/2023, 01:56:32",0
15504,36527,VERDURE,"06/15/2023, 01:56:32",0
15504,36527,GNOCCHI,"06/15/2023, 01:56:46",0
15505,36527,VERDURE,"06/15/2023, 01:57:00",0
15505,36527,GNOCCHI,"06/15/2023, 01:57:00",0
15505,36527,TORTELLINI,"06/15/2023, 01:57:04",0
15504,36527,TORTELLINI,"06/15/2023, 01:57:13",0
15505,36527,PASTA,"06/15/2023, 01:57:13",0
15505,36527,CARNE,"06/15/2023, 01:57:13",0
15512,36529,TORTELLINI,"06/15/2023, 02:01:35",0
15512,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:01:40",0
15512,36529,CARNE,"06/15/2023, 02:01:44",0
15512,36529,PASTA,"06/15/2023, 02:01:49",0
15512,36529,VERDURE,"06/15/2023, 02:01:58",0
15513,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:01:58",0
15513,36529,TORTELLINI,"06/15/2023, 02:02:03",0
15513,36529,CARNE,"06/15/2023, 02:02:08",0
15513,36529,TORTELLINI,"06/15/2023, 02:02:12",0
15513,36529,PASTA,"06/15/2023, 02:02:22",0
15513,36529,VERDURE,"06/15/2023, 02:02:22",0
15513,36529,PESCE,"06/15/2023, 02:02:26",0
15514,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:02:31",0
15514,36529,CARNE,"06/15/2023, 02:02:36",0
15514,36529,VERDURE,"06/15/2023, 02:02:40",0
15513,36529,PIZZA,"06/15/2023, 02:02:45",0
14927,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:02:54",0
14927,36529,CARNE,"06/15/2023, 02:02:54",0
14927,36529,TORTELLINI,"06/15/2023, 02:03:04",0
14927,36529,PIZZA,"06/15/2023, 02:03:04",0
14927,36529,PESCE,"06/15/2023, 02:03:08",0
14927,36529,RISO,"06/15/2023, 02:03:13",0
15514,36529,PIZZA,"06/15/2023, 02:03:18",0
15512,36529,RISO,"06/15/2023, 02:03:28",0
15512,36529,PESCE,"06/15/2023, 02:03:33",0
15512,36529,GNOCCHI,"06/15/2023, 02:03:38",0
15512,36529,PIZZA,"06/15/2023, 02:03:42",0
15514,36529,PASTA,"06/15/2023, 02:03:47",0
15514,36529,TORTELLINI,"06/15/2023, 02:03:52",0
15514,36529,PESCE,"06/15/2023, 02:03:57",0
15514,36529,RISO,"06/15/2023, 02:04:02",0
15514,36529,PASTA,"06/15/2023, 02:04:07",0
15514,36529,PASTA,"06/15/2023, 02:04:12",0
15514,36529,VERDURE,"06/15/2023, 02:04:16",0
15514,36529,TORTELLINI,"06/15/2023, 02:04:21",0
15523,36536,PASTA,"06/15/2023, 03:34:53",0
15523,36536,CARNE,"06/15/2023, 03:34:58",0
15523,36536,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 03:35:03",0
15523,36536,PIZZA,"06/15/2023, 03:35:07",0
15523,36536,CARNE,"06/15/2023, 03:35:12",0
15523,36536,CARNE,"06/15/2023, 03:35:17",0
15523,36536,PASTA,"06/15/2023, 03:35:17",0
15523,36536,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 03:35:27",0
15523,36536,PIZZA,"06/15/2023, 03:35:32",0
15524,36536,PASTA,"06/15/2023, 03:35:36",0
15524,36536,CARNE,"06/15/2023, 03:35:46",0
15524,36536,PIZZA,"06/15/2023, 03:35:46",0
15525,36536,PESCE,"06/15/2023, 03:35:51",0
15525,36536,RISO,"06/15/2023, 03:35:56",0
15525,36536,PIZZA,"06/15/2023, 03:36:01",0
15523,36536,VERDURE,"06/15/2023, 03:36:05",0
15523,36536,GNOCCHI,"06/15/2023, 03:36:10",0
15522,36536,PIZZA,"06/15/2023, 03:36:15",0
15522,36536,TORTELLINI,"06/15/2023, 03:36:15",0
15522,36536,PASTA,"06/15/2023, 03:36:25",0
14905,36536,PASTA,"06/15/2023, 03:36:34",0
14905,36536,TORTELLINI,"06/15/2023, 03:36:34",0
14905,36536,RISO,"06/15/2023, 03:36:43",0
15523,36536,CARNE,"06/15/2023, 03:36:48",0
15524,36536,PASTA,"06/15/2023, 03:36:53",0
15524,36536,PIZZA,"06/15/2023, 03:37:03",0
15525,36536,PIZZA,"06/15/2023, 03:37:17",0
15523,36536,GNOCCHI,"06/15/2023, 03:37:20",0
15525,36536,RISO,"06/15/2023, 03:37:20",0
14905,36537,PIZZA,"06/15/2023, 03:37:42",0
14905,36538,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 03:37:49",0
15529,36539,GNOCCHI,"06/15/2023, 03:38:26",0
15529,36539,PIZZA,"06/15/2023, 03:38:30",0
15530,36539,CARNE,"06/15/2023, 03:38:35",0
15530,36539,PASTA,"06/15/2023, 03:38:40",0
15531,36539,PESCE,"06/15/2023, 03:38:44",0
15531,36539,PIZZA,"06/15/2023, 03:38:54",0
15533,36540,GNOCCHI,"06/15/2023, 03:39:28",0
15533,36540,PIZZA,"06/15/2023, 03:39:33",0
15535,36540,PESCE,"06/15/2023, 03:39:38",0
15535,36540,PIZZA,"06/15/2023, 03:39:42",0
15534,36540,CARNE,"06/15/2023, 03:39:47",0
15534,36540,PASTA,"06/15/2023, 03:39:52",0
15537,36541,GNOCCHI,"06/15/2023, 03:41:48",0
15537,36541,PIZZA,"06/15/2023, 03:41:57",0
15538,36541,CARNE,"06/15/2023, 03:41:57",0
15539,36541,PESCE,"06/15/2023, 03:42:07",0
15538,36541,PASTA,"06/15/2023, 03:42:11",0
15539,36541,PIZZA,"06/15/2023, 03:42:16",0
15541,36542,GNOCCHI,"06/15/2023, 03:56:02",0
15541,36542,PIZZA,"06/15/2023, 03:56:07",0
15542,36542,CARNE,"06/15/2023, 03:56:12",0
15542,36542,PASTA,"06/15/2023, 03:56:17",0
15543,36542,PESCE,"06/15/2023, 03:56:21",0
15543,36542,PIZZA,"06/15/2023, 03:56:26",0
15545,36543,GNOCCHI,"06/15/2023, 03:57:23",0
15545,36543,PIZZA,"06/15/2023, 03:57:28",0
15546,36543,CARNE,"06/15/2023, 03:57:32",0
15546,36543,PASTA,"06/15/2023, 03:57:37",0
15547,36543,PESCE,"06/15/2023, 03:57:42",0
15547,36543,PIZZA,"06/15/2023, 03:57:46",0
15551,36546,CARNE,"06/15/2023, 04:02:35",0
15551,36546,PESCE,"06/15/2023, 04:02:40",0
15551,36546,RISO,"06/15/2023, 04:02:45",0
15552,36546,CARNE,"06/15/2023, 04:02:54",0
15552,36546,VERDURE,"06/15/2023, 04:02:55",0
15552,36546,PESCE,"06/15/2023, 04:03:04",0
14746,36559,PASTA,"06/15/2023, 06:51:56",0
14746,36560,CARNE,"06/15/2023, 06:54:08",0
14746,36560,CARNE,"06/15/2023, 06:55:49",0
14746,36560,PASTA,"06/15/2023, 06:55:55",0
15570,36560,PASTA,"06/15/2023, 06:56:02",0
15571,36560,PESCE,"06/15/2023, 06:56:30",0
14746,36561,PASTA,"06/15/2023, 07:00:06",0
14746,36562,CARNE,"06/15/2023, 07:05:00",0
14785,36575,PASTA,"06/15/2023, 09:07:46",0
14785,36575,PIZZA,"06/15/2023, 09:12:27",0
14785,36575,VERDURE,"06/15/2023, 09:12:27",0
14785,36575,PASTA,"06/15/2023, 09:12:32",0
15595,36575,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:13:03",0
15595,36575,LEGUMI,"06/15/2023, 09:13:03",0
15595,36575,PIZZA,"06/15/2023, 09:13:57",0
14785,36576,PASTA,"06/15/2023, 09:14:39",0
14785,36576,VERDURE,"06/15/2023, 09:14:44",0
14785,36576,PIZZA,"06/15/2023, 09:15:22",0
14785,36576,VERDURE,"06/15/2023, 09:15:27",0
14785,36576,PASTA,"06/15/2023, 09:15:31",0
15597,36576,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:15:31",0
15597,36576,LEGUMI,"06/15/2023, 09:15:36",0
15597,36576,PIZZA,"06/15/2023, 09:15:41",0
14785,36577,PASTA,"06/15/2023, 09:22:25",0
14785,36577,VERDURE,"06/15/2023, 09:22:25",0
14785,36577,PASTA,"06/15/2023, 09:22:48",0
14785,36577,PIZZA,"06/15/2023, 09:22:52",0
14785,36577,VERDURE,"06/15/2023, 09:22:57",0
15599,36577,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:23:02",0
15599,36577,PIZZA,"06/15/2023, 09:23:16",0
15599,36577,LEGUMI,"06/15/2023, 09:23:16",0
14785,36580,PASTA,"06/15/2023, 09:28:19",0
14785,36580,VERDURE,"06/15/2023, 09:28:19",0
14785,36580,PASTA,"06/15/2023, 09:28:46",0
14785,36580,PIZZA,"06/15/2023, 09:28:51",0
14785,36580,VERDURE,"06/15/2023, 09:28:56",0
15603,36580,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:29:04",0
15603,36580,LEGUMI,"06/15/2023, 09:29:09",0
15603,36580,CARNE,"06/15/2023, 09:29:18",0
15603,36580,CARNE,"06/15/2023, 09:29:23",0
15603,36580,PIZZA,"06/15/2023, 09:29:28",0
14657,36587,PASTA,"06/15/2023, 09:39:25",0
14657,36587,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:39:46",0
14657,36587,PIZZA,"06/15/2023, 09:39:51",0
14657,36587,TORTELLINI,"06/15/2023, 09:39:56",0
14657,36587,PASTA,"06/15/2023, 09:40:01",0
15613,36587,PASTA,"06/15/2023, 09:40:18",0
15613,36587,PIZZA,"06/15/2023, 09:40:53",0
15614,36587,PASTA,"06/15/2023, 09:41:05",0
15614,36587,PIZZA,"06/15/2023, 09:41:10",0
15614,36587,CARNE,"06/15/2023, 09:41:15",0
15613,36587,PIZZA,"06/15/2023, 09:41:20",0
15613,36587,PASTA,"06/15/2023, 09:41:24",0
15613,36587,PASTA,"06/15/2023, 09:41:29",0
15613,36587,PIZZA,"06/15/2023, 09:41:34",0
14657,36587,PIZZA,"06/15/2023, 09:41:39",0
14657,36587,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:41:43",0
14657,36587,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:41:43",0
14782,36589,PASTA,"06/15/2023, 09:42:09",0
15616,36589,PASTA,"06/15/2023, 09:45:06",0
15616,36589,PIZZA,"06/15/2023, 09:45:11",0
15616,36589,PASTA,"06/15/2023, 09:45:36",0
15616,36589,CARNE,"06/15/2023, 09:45:40",0
15616,36589,PIZZA,"06/15/2023, 09:45:45",0
15617,36589,PASTA,"06/15/2023, 09:45:50",0
15616,36589,GNOCCHI,"06/15/2023, 09:46:00",0
15617,36589,PIZZA,"06/15/2023, 09:46:00",0
14657,36590,PASTA,"06/15/2023, 09:46:07",0
14657,36590,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:46:12",0
15618,36589,LEGUMI,"06/15/2023, 09:46:12",0
15618,36589,TORTELLINI,"06/15/2023, 09:46:17",0
15618,36589,RISO,"06/15/2023, 09:46:26",0
15619,36589,PASTA,"06/15/2023, 09:46:31",0
15619,36589,VERDURE,"06/15/2023, 09:46:31",0
15619,36589,CARNE,"06/15/2023, 09:46:45",0
15618,36589,PESCE,"06/15/2023, 09:46:47",0
15619,36589,PIZZA,"06/15/2023, 09:47:38",0
15617,36589,TORTELLINI,"06/15/2023, 09:47:49",0
15617,36589,TORTELLINI,"06/15/2023, 09:47:54",0
15617,36589,CARNE,"06/15/2023, 09:47:59",0
15616,36589,VERDURE,"06/15/2023, 09:48:10",0
15618,36589,VERDURE,"06/15/2023, 09:48:20",0
15618,36589,VERDURE,"06/15/2023, 09:48:25",0
14782,36589,PASTA,"06/15/2023, 09:48:37",0
14782,36589,PIZZA,"06/15/2023, 09:48:42",0
14782,36589,CARNE,"06/15/2023, 09:48:47",0
15618,36589,PIZZA,"06/15/2023, 09:52:57",0
15618,36589,PESCE,"06/15/2023, 09:52:57",0
15618,36589,CARNE,"06/15/2023, 09:53:02",0
15618,36589,TORTELLINI,"06/15/2023, 09:53:06",0
14675,36593,CARNE,"06/15/2023, 09:53:14",0
14675,36593,VERDURE,"06/15/2023, 09:53:14",0
15617,36589,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:53:23",0
15617,36589,TORTELLINI,"06/15/2023, 09:53:33",0
15617,36589,TORTELLINI,"06/15/2023, 09:53:33",0
15616,36589,PIZZA,"06/15/2023, 09:53:41",0
15619,36589,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:53:52",0
15619,36589,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:54:18",0
15618,36589,TORTELLINI,"06/15/2023, 09:54:44",0
15618,36589,CARNE,"06/15/2023, 09:54:49",0
14675,36593,CARNE,"06/15/2023, 09:56:00",0
14675,36593,PASTA,"06/15/2023, 09:56:05",0
14675,36593,PIZZA,"06/15/2023, 09:56:12",0
15624,36593,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:56:22",0
15624,36593,VERDURE,"06/15/2023, 09:56:27",0
15624,36593,PIZZA,"06/15/2023, 09:56:31",0
15625,36593,TORTELLINI,"06/15/2023, 09:56:36",0
15625,36593,PASTA,"06/15/2023, 09:56:41",0
15625,36593,PIZZA,"06/15/2023, 09:56:46",0
15626,36593,PIZZA,"06/15/2023, 09:56:51",0
15626,36593,GNOCCHI,"06/15/2023, 09:56:56",0
15626,36593,CARNE,"06/15/2023, 09:57:01",0
15624,36593,PASTA,"06/15/2023, 09:57:25",0
15626,36593,PASTA,"06/15/2023, 09:57:35",0
15626,36593,GNOCCHI,"06/15/2023, 09:58:14",0
15626,36593,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:58:25",0
15626,36593,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:58:54",0
15626,36593,TORTELLINI,"06/15/2023, 09:59:00",0
14675,36593,VERDURE,"06/15/2023, 09:59:23",0
15624,36593,PESCE,"06/15/2023, 09:59:30",0
15625,36593,LEGUMI,"06/15/2023, 09:59:39",0
14644,36598,CARNE,"06/15/2023, 10:22:08",0
14644,36598,PESCE,"06/15/2023, 10:22:08",0
14644,36598,RISO,"06/15/2023, 10:22:08",0
14644,36599,TORTELLINI,"06/15/2023, 10:24:48",0
14798,36617,PESCE,"06/15/2023, 10:33:11",0
14641,36618,PASTA,"06/15/2023, 10:37:50",0
14641,36618,VERDURE,"06/15/2023, 10:37:55",0
14641,36618,PIZZA,"06/15/2023, 10:37:55",0
15654,36618,PIZZA,"06/15/2023, 10:38:13",0
15654,36618,PASTA,"06/15/2023, 10:38:18",0
15655,36618,PIZZA,"06/15/2023, 10:38:24",0
15655,36618,PASTA,"06/15/2023, 10:38:29",0
14641,36618,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 10:38:37",0
14641,36618,CARNE,"06/15/2023, 10:38:42",0
14641,36618,PASTA,"06/15/2023, 10:38:47",0
14641,36618,VERDURE,"06/15/2023, 10:38:52",0
14641,36618,PIZZA,"06/15/2023, 10:38:57",0
14641,36623,PASTA,"06/15/2023, 10:39:27",0
14641,36623,PIZZA,"06/15/2023, 10:39:37",0
14641,36623,VERDURE,"06/15/2023, 10:39:37",0
15663,36623,PIZZA,"06/15/2023, 10:39:47",0
15663,36623,PASTA,"06/15/2023, 10:39:52",0
15664,36623,PIZZA,"06/15/2023, 10:39:57",0
15664,36623,PASTA,"06/15/2023, 10:40:02",0
14641,36623,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 10:40:07",0
14641,36623,CARNE,"06/15/2023, 10:40:13",0
14641,36623,PIZZA,"06/15/2023, 10:40:18",0
14641,36623,VERDURE,"06/15/2023, 10:40:18",0
14641,36623,PASTA,"06/15/2023, 10:40:18",0
14746,36624,CARNE,"06/15/2023, 10:40:58",0
14746,36624,CARNE,"06/15/2023, 10:41:03",0
14746,36624,CARNE,"06/15/2023, 10:41:08",0
14746,36624,CARNE,"06/15/2023, 10:41:13",0
14746,36624,PASTA,"06/15/2023, 10:41:17",0
14746,36624,CARNE,"06/15/2023, 10:41:22",0
14746,36624,CARNE,"06/15/2023, 10:41:27",0
14746,36627,PASTA,"06/15/2023, 10:41:46",0
14641,36628,CARNE,"06/15/2023, 10:41:52",0
14641,36628,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 10:41:57",0
15670,36628,PIZZA,"06/15/2023, 10:42:08",0
15670,36628,PASTA,"06/15/2023, 10:42:13",0
14641,36628,CARNE,"06/15/2023, 10:42:18",0
14641,36628,PASTA,"06/15/2023, 10:42:19",0
15671,36628,PIZZA,"06/15/2023, 10:42:28",0
15671,36628,PASTA,"06/15/2023, 10:42:33",0
14641,36628,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 10:42:33",0
14746,36629,PASTA,"06/15/2023, 10:43:12",0
15675,36629,PASTA,"06/15/2023, 10:43:18",0
14746,36629,CARNE,"06/15/2023, 10:43:18",0
