,user_id,group_id,preference,time,delete
42,14640,35995,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 16:11:10",0
43,14640,35995,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 16:11:14",1
44,14640,35995,PIZZA,"06/14/2023, 16:11:18",0
45,14640,35995,CARNE,"06/14/2023, 16:11:22",0
46,14640,36001,CARNE,"06/14/2023, 16:12:50",0
47,14640,36001,PIZZA,"06/14/2023, 16:13:16",0
48,14640,36004,CARNE,"06/14/2023, 16:13:54",0
49,14640,36004,PASTA,"06/14/2023, 16:14:14",0
50,14640,36004,PASTA,"06/14/2023, 16:14:18",1
51,14640,36004,PIZZA,"06/14/2023, 16:14:26",0
52,14640,36004,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 16:14:26",0
53,14640,36004,CARNE,"06/14/2023, 16:14:30",1
54,14729,36005,PIZZA,"06/14/2023, 16:19:18",0
55,14944,36005,PIZZA,"06/14/2023, 16:20:05",0
56,14729,36009,LEGUMI,"06/14/2023, 16:21:24",0
57,15023,36081,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 18:29:11",0
58,15023,36081,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 18:29:15",1
59,14640,36084,CARNE,"06/14/2023, 18:31:33",0
60,14640,36084,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 18:31:33",0
61,14640,36085,PIZZA,"06/14/2023, 18:32:12",0
62,14682,36102,PIZZA,"06/14/2023, 19:16:51",0
63,14710,36181,PASTA,"06/14/2023, 21:19:19",0
64,15135,36181,TORTELLINI,"06/14/2023, 21:23:55",0
65,15135,36181,PIZZA,"06/14/2023, 21:23:59",0
66,15135,36181,PASTA,"06/14/2023, 21:23:59",0
67,14718,36199,PIZZA,"06/14/2023, 21:33:36",0
68,14718,36199,PESCE,"06/14/2023, 21:33:40",0
69,14681,36231,CARNE,"06/14/2023, 21:51:35",0
70,14681,36231,TORTELLINI,"06/14/2023, 21:51:35",0
71,14709,36255,PASTA,"06/14/2023, 22:12:56",0
72,14709,36255,TORTELLINI,"06/14/2023, 22:12:56",0
73,14709,36266,PIZZA,"06/14/2023, 22:17:19",0
74,14719,36309,PIZZA,"06/14/2023, 22:42:18",0
75,14768,36343,PASTA,"06/14/2023, 22:51:24",0
76,14768,36343,VERDURE,"06/14/2023, 22:51:28",0
77,14768,36343,PIZZA,"06/14/2023, 22:51:37",0
78,14771,36371,PASTA,"06/14/2023, 23:10:55",0
79,14804,36376,PIZZA,"06/14/2023, 23:21:00",0
80,15345,36181,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 23:23:52",0
81,14669,36403,PASTA,"06/14/2023, 23:36:10",0
82,14771,36413,PIZZA,"06/14/2023, 23:40:47",0
83,14774,36416,PASTA,"06/14/2023, 23:42:46",0
84,14770,36419,PASTA,"06/14/2023, 23:45:23",0
85,14757,36425,PASTA,"06/14/2023, 23:46:25",0
86,14752,36411,PASTA,"06/14/2023, 23:47:56",0
87,14781,36434,CARNE,"06/14/2023, 23:54:37",0
88,14781,36434,PESCE,"06/14/2023, 23:54:46",0
89,14781,36437,TORTELLINI,"06/14/2023, 23:56:26",0
90,15391,36438,TORTELLINI,"06/14/2023, 23:58:35",0
91,15391,36438,PESCE,"06/14/2023, 23:58:39",0
92,15392,36438,PIZZA,"06/14/2023, 23:58:44",0
93,15392,36438,PASTA,"06/14/2023, 23:58:49",0
94,14907,36439,PASTA,"06/14/2023, 23:58:53",0
95,15393,36438,TORTELLINI,"06/14/2023, 23:58:53",0
96,15393,36438,PASTA,"06/14/2023, 23:58:58",0
97,15394,36438,CARNE,"06/14/2023, 23:59:07",0
98,15394,36438,GNOCCHI,"06/14/2023, 23:59:12",0
99,15394,36438,VERDURE,"06/14/2023, 23:59:12",0
100,15394,36438,CROSTACEI_E_MOLLUSCHI,"06/14/2023, 23:59:26",0
101,14788,36442,PIZZA,"06/14/2023, 23:59:44",0
102,15403,36444,CARNE,"06/15/2023, 00:01:48",0
103,15403,36444,GNOCCHI,"06/15/2023, 00:01:57",0
104,15403,36444,VERDURE,"06/15/2023, 00:02:02",0
105,15403,36444,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 00:02:06",0
106,15405,36444,TORTELLINI,"06/15/2023, 00:02:07",0
107,15405,36444,PASTA,"06/15/2023, 00:02:11",0
108,15404,36444,PIZZA,"06/15/2023, 00:02:21",0
109,15404,36444,PASTA,"06/15/2023, 00:02:21",0
110,15410,36446,CARNE,"06/15/2023, 00:03:22",0
111,15410,36446,GNOCCHI,"06/15/2023, 00:03:22",0
112,15410,36446,VERDURE,"06/15/2023, 00:03:22",0
113,15410,36446,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 00:03:41",0
114,15412,36446,PIZZA,"06/15/2023, 00:03:41",0
115,15412,36446,PASTA,"06/15/2023, 00:03:45",0
116,15411,36446,TORTELLINI,"06/15/2023, 00:03:50",0
117,15411,36446,PASTA,"06/15/2023, 00:03:55",0
118,15413,36446,TORTELLINI,"06/15/2023, 00:04:00",0
119,15413,36446,PESCE,"06/15/2023, 00:04:10",0
120,14762,36460,PASTA,"06/15/2023, 00:27:14",0
121,14762,36460,PIZZA,"06/15/2023, 00:27:14",0
122,14762,36460,LEGUMI,"06/15/2023, 00:27:14",0
123,14743,36471,CARNE,"06/15/2023, 00:30:44",0
124,14743,36475,TORTELLINI,"06/15/2023, 00:35:00",0
125,14682,36481,TORTELLINI,"06/15/2023, 01:01:24",0
126,14772,36482,PASTA,"06/15/2023, 01:02:03",0
127,14772,36486,TORTELLINI,"06/15/2023, 01:04:10",0
128,15456,36486,TORTELLINI,"06/15/2023, 01:04:20",0
129,15456,36486,PIZZA,"06/15/2023, 01:04:25",0
130,15456,36486,VERDURE,"06/15/2023, 01:04:30",0
131,15456,36486,PASTA,"06/15/2023, 01:04:34",0
132,15457,36486,CARNE,"06/15/2023, 01:04:39",0
133,15457,36486,PASTA,"06/15/2023, 01:04:43",0
134,14770,36488,VERDURE,"06/15/2023, 01:06:10",0
135,14645,36490,PIZZA,"06/15/2023, 01:08:01",0
136,14645,36500,LEGUMI,"06/15/2023, 01:10:38",0
137,14927,36522,PIZZA,"06/15/2023, 01:41:56",0
138,14927,36522,CARNE,"06/15/2023, 01:43:51",0
139,15495,36522,PIZZA,"06/15/2023, 01:45:31",0
140,15495,36522,PASTA,"06/15/2023, 01:45:43",0
141,15495,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:45:43",0
142,15495,36522,CARNE,"06/15/2023, 01:45:48",0
143,15496,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:47:39",0
144,15496,36522,LEGUMI,"06/15/2023, 01:47:44",0
145,15496,36522,LEGUMI,"06/15/2023, 01:47:49",1
146,15496,36522,PIZZA,"06/15/2023, 01:47:54",0
147,15496,36522,PESCE,"06/15/2023, 01:47:59",0
148,15496,36522,PASTA,"06/15/2023, 01:48:05",0
149,15496,36522,CARNE,"06/15/2023, 01:48:10",0
150,15496,36522,LEGUMI,"06/15/2023, 01:48:15",0
151,15496,36522,RISO,"06/15/2023, 01:48:19",0
152,15496,36522,TORTELLINI,"06/15/2023, 01:48:24",0
153,15496,36522,VERDURE,"06/15/2023, 01:48:29",0
154,15496,36522,PASTA,"06/15/2023, 01:48:34",1
155,15496,36522,CARNE,"06/15/2023, 01:48:39",1
156,15496,36522,CARNE,"06/15/2023, 01:48:43",0
157,15496,36522,PESCE,"06/15/2023, 01:48:48",1
158,15496,36522,RISO,"06/15/2023, 01:48:53",1
159,15496,36522,TORTELLINI,"06/15/2023, 01:48:58",1
160,15496,36522,VERDURE,"06/15/2023, 01:49:03",1
161,15496,36522,LEGUMI,"06/15/2023, 01:49:08",1
162,15496,36522,PIZZA,"06/15/2023, 01:49:12",1
163,15496,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:17",1
164,15496,36522,CARNE,"06/15/2023, 01:49:22",1
165,15496,36522,CARNE,"06/15/2023, 01:49:27",0
166,15496,36522,PASTA,"06/15/2023, 01:49:32",0
167,15496,36522,RISO,"06/15/2023, 01:49:37",0
168,15497,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:42",0
169,15497,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:51",1
170,15497,36522,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:49:51",1
171,15497,36522,PIZZA,"06/15/2023, 01:49:56",0
172,15497,36522,PESCE,"06/15/2023, 01:50:01",0
173,15497,36522,CARNE,"06/15/2023, 01:50:58",0
174,15497,36522,TORTELLINI,"06/15/2023, 01:51:11",0
175,14927,36527,CARNE,"06/15/2023, 01:55:30",0
176,15503,36527,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 01:56:05",0
177,15503,36527,CARNE,"06/15/2023, 01:56:09",0
178,15503,36527,VERDURE,"06/15/2023, 01:56:14",0
179,15503,36527,PASTA,"06/15/2023, 01:56:23",0
180,15503,36527,PESCE,"06/15/2023, 01:56:28",0
181,15504,36527,CARNE,"06/15/2023, 01:56:32",0
182,15504,36527,PASTA,"06/15/2023, 01:56:32",0
183,15504,36527,VERDURE,"06/15/2023, 01:56:32",0
184,15504,36527,GNOCCHI,"06/15/2023, 01:56:46",0
185,15505,36527,VERDURE,"06/15/2023, 01:57:00",0
186,15505,36527,GNOCCHI,"06/15/2023, 01:57:00",0
187,15505,36527,TORTELLINI,"06/15/2023, 01:57:04",0
188,15504,36527,TORTELLINI,"06/15/2023, 01:57:13",0
189,15505,36527,PASTA,"06/15/2023, 01:57:13",0
190,15505,36527,CARNE,"06/15/2023, 01:57:13",0
191,15512,36529,TORTELLINI,"06/15/2023, 02:01:35",0
192,15512,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:01:40",0
193,15512,36529,CARNE,"06/15/2023, 02:01:44",0
194,15512,36529,PASTA,"06/15/2023, 02:01:49",0
195,15512,36529,VERDURE,"06/15/2023, 02:01:58",0
196,15513,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:01:58",0
197,15513,36529,TORTELLINI,"06/15/2023, 02:02:03",0
198,15513,36529,CARNE,"06/15/2023, 02:02:08",0
199,15513,36529,TORTELLINI,"06/15/2023, 02:02:12",1
200,15513,36529,PASTA,"06/15/2023, 02:02:22",0
201,15513,36529,VERDURE,"06/15/2023, 02:02:22",0
202,15513,36529,PESCE,"06/15/2023, 02:02:26",0
203,15514,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:02:31",0
204,15514,36529,CARNE,"06/15/2023, 02:02:36",0
205,15514,36529,VERDURE,"06/15/2023, 02:02:40",0
206,15513,36529,PIZZA,"06/15/2023, 02:02:45",0
207,14927,36529,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 02:02:54",0
208,14927,36529,CARNE,"06/15/2023, 02:02:54",0
209,14927,36529,TORTELLINI,"06/15/2023, 02:03:04",0
210,14927,36529,PIZZA,"06/15/2023, 02:03:04",0
211,14927,36529,PESCE,"06/15/2023, 02:03:08",0
212,14927,36529,RISO,"06/15/2023, 02:03:13",0
213,15514,36529,PIZZA,"06/15/2023, 02:03:18",0
214,15512,36529,RISO,"06/15/2023, 02:03:28",0
215,15512,36529,PESCE,"06/15/2023, 02:03:33",0
216,15512,36529,GNOCCHI,"06/15/2023, 02:03:38",0
217,15512,36529,PIZZA,"06/15/2023, 02:03:42",0
218,15514,36529,PASTA,"06/15/2023, 02:03:47",0
219,15514,36529,TORTELLINI,"06/15/2023, 02:03:52",0
220,15514,36529,PESCE,"06/15/2023, 02:03:57",0
221,15514,36529,RISO,"06/15/2023, 02:04:02",0
222,15514,36529,PASTA,"06/15/2023, 02:04:07",1
223,15514,36529,PASTA,"06/15/2023, 02:04:12",0
224,15514,36529,VERDURE,"06/15/2023, 02:04:16",1
225,15514,36529,TORTELLINI,"06/15/2023, 02:04:21",1
226,15523,36536,PASTA,"06/15/2023, 03:34:53",0
227,15523,36536,CARNE,"06/15/2023, 03:34:58",0
228,15523,36536,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 03:35:03",0
229,15523,36536,PIZZA,"06/15/2023, 03:35:07",0
230,15523,36536,CARNE,"06/15/2023, 03:35:12",1
231,15523,36536,CARNE,"06/15/2023, 03:35:17",0
232,15523,36536,PASTA,"06/15/2023, 03:35:17",1
233,15523,36536,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 03:35:27",1
234,15523,36536,PIZZA,"06/15/2023, 03:35:32",1
235,15524,36536,PASTA,"06/15/2023, 03:35:36",0
236,15524,36536,CARNE,"06/15/2023, 03:35:46",0
237,15524,36536,PIZZA,"06/15/2023, 03:35:46",0
238,15525,36536,PESCE,"06/15/2023, 03:35:51",0
239,15525,36536,RISO,"06/15/2023, 03:35:56",0
240,15525,36536,PIZZA,"06/15/2023, 03:36:01",0
241,15523,36536,VERDURE,"06/15/2023, 03:36:05",0
242,15523,36536,GNOCCHI,"06/15/2023, 03:36:10",0
243,15522,36536,PIZZA,"06/15/2023, 03:36:15",0
244,15522,36536,TORTELLINI,"06/15/2023, 03:36:15",0
245,15522,36536,PASTA,"06/15/2023, 03:36:25",0
246,14905,36536,PASTA,"06/15/2023, 03:36:34",0
247,14905,36536,TORTELLINI,"06/15/2023, 03:36:34",0
248,14905,36536,RISO,"06/15/2023, 03:36:43",0
249,15523,36536,CARNE,"06/15/2023, 03:36:48",1
250,15524,36536,PASTA,"06/15/2023, 03:36:53",1
251,15524,36536,PIZZA,"06/15/2023, 03:37:03",1
252,15525,36536,PIZZA,"06/15/2023, 03:37:17",1
253,15523,36536,GNOCCHI,"06/15/2023, 03:37:20",1
254,15525,36536,RISO,"06/15/2023, 03:37:20",1
255,14905,36537,PIZZA,"06/15/2023, 03:37:42",0
256,14905,36538,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 03:37:49",0
257,15529,36539,GNOCCHI,"06/15/2023, 03:38:26",0
258,15529,36539,PIZZA,"06/15/2023, 03:38:30",0
259,15530,36539,CARNE,"06/15/2023, 03:38:35",0
260,15530,36539,PASTA,"06/15/2023, 03:38:40",0
261,15531,36539,PESCE,"06/15/2023, 03:38:44",0
262,15531,36539,PIZZA,"06/15/2023, 03:38:54",0
263,15533,36540,GNOCCHI,"06/15/2023, 03:39:28",0
264,15533,36540,PIZZA,"06/15/2023, 03:39:33",0
265,15535,36540,PESCE,"06/15/2023, 03:39:38",0
266,15535,36540,PIZZA,"06/15/2023, 03:39:42",0
267,15534,36540,CARNE,"06/15/2023, 03:39:47",0
268,15534,36540,PASTA,"06/15/2023, 03:39:52",0
269,15537,36541,GNOCCHI,"06/15/2023, 03:41:48",0
270,15537,36541,PIZZA,"06/15/2023, 03:41:57",0
271,15538,36541,CARNE,"06/15/2023, 03:41:57",0
272,15539,36541,PESCE,"06/15/2023, 03:42:07",0
273,15538,36541,PASTA,"06/15/2023, 03:42:11",0
274,15539,36541,PIZZA,"06/15/2023, 03:42:16",0
275,15541,36542,GNOCCHI,"06/15/2023, 03:56:02",0
276,15541,36542,PIZZA,"06/15/2023, 03:56:07",0
277,15542,36542,CARNE,"06/15/2023, 03:56:12",0
278,15542,36542,PASTA,"06/15/2023, 03:56:17",0
279,15543,36542,PESCE,"06/15/2023, 03:56:21",0
280,15543,36542,PIZZA,"06/15/2023, 03:56:26",0
281,15545,36543,GNOCCHI,"06/15/2023, 03:57:23",0
282,15545,36543,PIZZA,"06/15/2023, 03:57:28",0
283,15546,36543,CARNE,"06/15/2023, 03:57:32",0
284,15546,36543,PASTA,"06/15/2023, 03:57:37",0
285,15547,36543,PESCE,"06/15/2023, 03:57:42",0
286,15547,36543,PIZZA,"06/15/2023, 03:57:46",0
287,15551,36546,CARNE,"06/15/2023, 04:02:35",0
288,15551,36546,PESCE,"06/15/2023, 04:02:40",0
289,15551,36546,RISO,"06/15/2023, 04:02:45",0
290,15552,36546,CARNE,"06/15/2023, 04:02:54",0
291,15552,36546,VERDURE,"06/15/2023, 04:02:55",0
292,15552,36546,PESCE,"06/15/2023, 04:03:04",0
293,14746,36559,PASTA,"06/15/2023, 06:51:56",0
294,14746,36560,CARNE,"06/15/2023, 06:54:08",0
295,14746,36560,CARNE,"06/15/2023, 06:55:49",1
296,14746,36560,PASTA,"06/15/2023, 06:55:55",0
297,15570,36560,PASTA,"06/15/2023, 06:56:02",0
298,15571,36560,PESCE,"06/15/2023, 06:56:30",0
299,14746,36561,PASTA,"06/15/2023, 07:00:06",0
300,14746,36562,CARNE,"06/15/2023, 07:05:00",0
301,14785,36575,PASTA,"06/15/2023, 09:07:46",0
302,14785,36575,PIZZA,"06/15/2023, 09:12:27",0
303,14785,36575,VERDURE,"06/15/2023, 09:12:27",0
304,14785,36575,PASTA,"06/15/2023, 09:12:32",1
305,15595,36575,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:13:03",0
306,15595,36575,LEGUMI,"06/15/2023, 09:13:03",0
307,15595,36575,PIZZA,"06/15/2023, 09:13:57",0
308,14785,36576,PASTA,"06/15/2023, 09:14:39",0
309,14785,36576,VERDURE,"06/15/2023, 09:14:44",0
310,14785,36576,PIZZA,"06/15/2023, 09:15:22",0
311,14785,36576,VERDURE,"06/15/2023, 09:15:27",1
312,14785,36576,PASTA,"06/15/2023, 09:15:31",1
313,15597,36576,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:15:31",0
314,15597,36576,LEGUMI,"06/15/2023, 09:15:36",0
315,15597,36576,PIZZA,"06/15/2023, 09:15:41",0
316,14785,36577,PASTA,"06/15/2023, 09:22:25",0
317,14785,36577,VERDURE,"06/15/2023, 09:22:25",0
318,14785,36577,PASTA,"06/15/2023, 09:22:48",1
319,14785,36577,PIZZA,"06/15/2023, 09:22:52",0
320,14785,36577,VERDURE,"06/15/2023, 09:22:57",1
321,15599,36577,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:23:02",0
322,15599,36577,PIZZA,"06/15/2023, 09:23:16",0
323,15599,36577,LEGUMI,"06/15/2023, 09:23:16",0
324,14785,36580,PASTA,"06/15/2023, 09:28:19",0
325,14785,36580,VERDURE,"06/15/2023, 09:28:19",0
326,14785,36580,PASTA,"06/15/2023, 09:28:46",1
327,14785,36580,PIZZA,"06/15/2023, 09:28:51",0
328,14785,36580,VERDURE,"06/15/2023, 09:28:56",1
329,15603,36580,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:29:04",0
330,15603,36580,LEGUMI,"06/15/2023, 09:29:09",0
331,15603,36580,CARNE,"06/15/2023, 09:29:18",0
332,15603,36580,CARNE,"06/15/2023, 09:29:23",1
333,15603,36580,PIZZA,"06/15/2023, 09:29:28",0
334,14657,36587,PASTA,"06/15/2023, 09:39:25",0
335,14657,36587,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:39:46",0
336,14657,36587,PIZZA,"06/15/2023, 09:39:51",0
337,14657,36587,TORTELLINI,"06/15/2023, 09:39:56",0
338,14657,36587,PASTA,"06/15/2023, 09:40:01",1
339,15613,36587,PASTA,"06/15/2023, 09:40:18",0
340,15613,36587,PIZZA,"06/15/2023, 09:40:53",0
341,15614,36587,PASTA,"06/15/2023, 09:41:05",0
342,15614,36587,PIZZA,"06/15/2023, 09:41:10",0
343,15614,36587,CARNE,"06/15/2023, 09:41:15",0
344,15613,36587,PIZZA,"06/15/2023, 09:41:20",1
345,15613,36587,PASTA,"06/15/2023, 09:41:24",1
346,15613,36587,PASTA,"06/15/2023, 09:41:29",0
347,15613,36587,PIZZA,"06/15/2023, 09:41:34",0
348,14657,36587,PIZZA,"06/15/2023, 09:41:39",1
349,14657,36587,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:41:43",1
350,14657,36587,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:41:43",1
351,14782,36589,PASTA,"06/15/2023, 09:42:09",0
352,15616,36589,PASTA,"06/15/2023, 09:45:06",0
353,15616,36589,PIZZA,"06/15/2023, 09:45:11",0
354,15616,36589,PASTA,"06/15/2023, 09:45:36",1
355,15616,36589,CARNE,"06/15/2023, 09:45:40",0
356,15616,36589,PIZZA,"06/15/2023, 09:45:45",1
357,15617,36589,PASTA,"06/15/2023, 09:45:50",0
358,15616,36589,GNOCCHI,"06/15/2023, 09:46:00",0
359,15617,36589,PIZZA,"06/15/2023, 09:46:00",0
360,14657,36590,PASTA,"06/15/2023, 09:46:07",0
361,14657,36590,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:46:12",0
362,15618,36589,LEGUMI,"06/15/2023, 09:46:12",0
363,15618,36589,TORTELLINI,"06/15/2023, 09:46:17",0
364,15618,36589,RISO,"06/15/2023, 09:46:26",0
365,15619,36589,PASTA,"06/15/2023, 09:46:31",0
366,15619,36589,VERDURE,"06/15/2023, 09:46:31",0
367,15619,36589,CARNE,"06/15/2023, 09:46:45",0
368,15618,36589,PESCE,"06/15/2023, 09:46:47",0
369,15619,36589,PIZZA,"06/15/2023, 09:47:38",0
370,15617,36589,TORTELLINI,"06/15/2023, 09:47:49",0
371,15617,36589,TORTELLINI,"06/15/2023, 09:47:54",1
372,15617,36589,CARNE,"06/15/2023, 09:47:59",0
373,15616,36589,VERDURE,"06/15/2023, 09:48:10",0
374,15618,36589,VERDURE,"06/15/2023, 09:48:20",0
375,15618,36589,VERDURE,"06/15/2023, 09:48:25",1
376,14782,36589,PASTA,"06/15/2023, 09:48:37",1
377,14782,36589,PIZZA,"06/15/2023, 09:48:42",0
378,14782,36589,CARNE,"06/15/2023, 09:48:47",0
379,15618,36589,PIZZA,"06/15/2023, 09:52:57",0
380,15618,36589,PESCE,"06/15/2023, 09:52:57",1
381,15618,36589,CARNE,"06/15/2023, 09:53:02",0
382,15618,36589,TORTELLINI,"06/15/2023, 09:53:06",1
383,14675,36593,CARNE,"06/15/2023, 09:53:14",0
384,14675,36593,VERDURE,"06/15/2023, 09:53:14",0
385,15617,36589,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:53:23",0
386,15617,36589,TORTELLINI,"06/15/2023, 09:53:33",1
387,15617,36589,TORTELLINI,"06/15/2023, 09:53:33",1
388,15616,36589,PIZZA,"06/15/2023, 09:53:41",0
389,15619,36589,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:53:52",0
390,15619,36589,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:54:18",1
391,15618,36589,TORTELLINI,"06/15/2023, 09:54:44",0
392,15618,36589,CARNE,"06/15/2023, 09:54:49",1
393,14675,36593,CARNE,"06/15/2023, 09:56:00",1
394,14675,36593,PASTA,"06/15/2023, 09:56:05",0
395,14675,36593,PIZZA,"06/15/2023, 09:56:12",0
396,15624,36593,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:56:22",0
397,15624,36593,VERDURE,"06/15/2023, 09:56:27",0
398,15624,36593,PIZZA,"06/15/2023, 09:56:31",0
399,15625,36593,TORTELLINI,"06/15/2023, 09:56:36",0
400,15625,36593,PASTA,"06/15/2023, 09:56:41",0
401,15625,36593,PIZZA,"06/15/2023, 09:56:46",0
402,15626,36593,PIZZA,"06/15/2023, 09:56:51",0
403,15626,36593,GNOCCHI,"06/15/2023, 09:56:56",0
404,15626,36593,CARNE,"06/15/2023, 09:57:01",0
405,15624,36593,PASTA,"06/15/2023, 09:57:25",0
406,15626,36593,PASTA,"06/15/2023, 09:57:35",0
407,15626,36593,GNOCCHI,"06/15/2023, 09:58:14",1
408,15626,36593,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:58:25",0
409,15626,36593,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 09:58:54",1
410,15626,36593,TORTELLINI,"06/15/2023, 09:59:00",0
411,14675,36593,VERDURE,"06/15/2023, 09:59:23",1
412,15624,36593,PESCE,"06/15/2023, 09:59:30",0
413,15625,36593,LEGUMI,"06/15/2023, 09:59:39",0
414,14644,36598,CARNE,"06/15/2023, 10:22:08",0
415,14644,36598,PESCE,"06/15/2023, 10:22:08",0
416,14644,36598,RISO,"06/15/2023, 10:22:08",0
417,14644,36599,TORTELLINI,"06/15/2023, 10:24:48",0
418,14798,36617,PESCE,"06/15/2023, 10:33:11",0
419,14641,36618,PASTA,"06/15/2023, 10:37:50",0
420,14641,36618,VERDURE,"06/15/2023, 10:37:55",0
421,14641,36618,PIZZA,"06/15/2023, 10:37:55",0
422,15654,36618,PIZZA,"06/15/2023, 10:38:13",0
423,15654,36618,PASTA,"06/15/2023, 10:38:18",0
424,15655,36618,PIZZA,"06/15/2023, 10:38:24",0
425,15655,36618,PASTA,"06/15/2023, 10:38:29",0
426,14641,36618,CROSTACEI_E_MOLLUSCHI,"06/15/2023, 10:38:37",0
427,14641,36618,CARNE,"06/15/2023, 10:38:42",0
428,14641,36618,PASTA,"06/15/2023, 10:38:47",1
429,14641,36618,VERDURE,"06/15/2023, 10:38:52",1
430,14641,36618,PIZZA,"06/15/2023, 10:38:57",1
431,14641,36623,PASTA,"06/15/2023, 10:39:27",0
432,14641,36623,PIZZA,"06/15/2023, 10:39:37",0
433,14641,36623,VERDURE,"06/15/2023, 10:39:37",0
