user,info,expansion,contradiction
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,3,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14657,2,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,1,1,0
14658,3,1,0
14659,3,1,1
14659,3,1,1
14659,3,1,1
14659,3,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14660,2,1,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14661,1,0,1
14662,3,0,1
14662,3,0,1
14662,3,0,1
14662,3,0,1
14662,3,0,1
14662,3,0,1
14662,3,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,2,0,1
14663,3,0,1
14666,2,1,0
14666,2,1,0
14666,2,1,0
14667,1,1,0
14667,1,1,0
14667,1,1,0
14667,1,1,0
14667,1,1,0
14669,2,1,1
14669,2,1,1
14669,2,1,1
14669,2,1,1
14669,2,1,1
14672,2,0,1
14672,2,0,1
14672,2,0,1
14672,2,0,1
14672,2,0,1
14672,2,0,1
14672,2,0,1
14672,2,0,1
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14674,3,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14675,2,0,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14677,3,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14678,2,1,0
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,1,1,1
14679,3,1,1
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14684,2,0,0
14686,3,1,0
14686,3,1,0
14688,1,1,0
14688,1,1,0
14688,1,1,0
14688,1,1,0
14688,1,1,0
14688,1,1,0
14688,1,1,0
14688,1,1,0
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14689,3,1,1
14690,2,1,1
14690,2,1,1
14690,2,1,1
14690,2,1,1
14690,2,1,1
14691,1,0,1
14691,1,0,1
14691,1,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14692,3,0,1
14693,2,0,1
14693,2,0,1
14693,2,0,1
14693,2,0,1
14693,2,0,1
14693,2,0,1
14693,2,0,1
14693,2,0,1
14697,1,1,0
14698,3,1,0
14698,3,1,0
14698,3,1,0
14698,3,1,0
14698,3,1,0
14698,3,1,0
14699,2,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14700,1,1,1
14702,2,0,1
14702,2,0,1
14702,2,0,1
14702,2,0,1
14703,1,0,1
14703,1,0,1
14703,1,0,1
14703,1,0,1
14703,1,0,1
14703,1,0,1
14704,3,0,0
14704,3,0,0
14704,3,0,0
14705,2,0,0
14705,2,0,0
14705,2,0,0
14705,2,0,0
14705,2,0,0
14705,2,0,0
14706,1,1,0
14706,1,1,0
14706,1,1,0
14707,3,1,0
14707,3,1,0
14707,3,1,0
14707,3,1,0
14707,3,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14708,2,1,0
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14709,1,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14710,3,1,1
14711,2,0,1
14711,2,0,1
14711,2,0,1
14711,2,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14712,1,0,1
14713,3,0,1
14713,3,0,1
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14715,1,0,0
14716,3,1,0
14716,3,1,0
14716,3,1,0
14716,3,1,0
14716,3,1,0
14716,3,1,0
14716,3,1,0
14716,3,1,0
14717,2,1,0
14717,2,1,0
14717,2,1,0
14717,2,1,0
14717,2,1,0
14718,1,1,0
14718,1,1,0
14718,1,1,0
14718,1,1,0
14718,1,1,0
14718,1,1,0
14718,1,1,0
14718,1,1,0
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14719,3,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,2,1,1
14720,3,1,1
14721,1,0,1
14721,1,0,1
14721,1,0,1
14721,1,0,1
14721,1,0,1
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14730,3,0,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14731,2,1,0
14732,1,1,0
14732,1,1,0
14732,1,1,0
14738,1,0,1
14738,1,0,1
14738,1,0,1
14738,1,0,1
14738,1,0,1
14738,1,0,1
14738,1,0,1
14742,3,1,0
14742,3,1,0
14742,3,1,0
14742,3,1,0
14742,3,1,0
14745,3,1,1
14745,3,1,1
14745,3,1,1
14745,3,1,1
14745,3,1,1
14745,3,1,1
14747,1,0,1
14747,1,0,1
14748,3,0,1
14748,3,0,1
14748,3,0,1
14748,3,1,1
14749,2,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,3,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,1,0,0
14750,3,0,0
14750,3,0,0
14750,1,0,0
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14758,2,0,1
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14770,2,0,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14771,1,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14772,3,1,0
14773,2,1,0
14773,2,1,0
14773,2,1,0
14773,2,1,0
14773,2,1,0
14773,2,1,0
14773,2,1,0
14773,2,1,0
14780,1,0,0
14780,1,0,0
14780,1,0,0
14780,1,0,0
14780,1,0,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14781,3,1,0
14783,1,1,0
14783,1,1,0
14783,1,1,0
14783,1,1,0
14783,1,1,0
14784,3,1,1
14784,3,1,1
14784,3,1,1
14797,2,0,1
14797,2,0,1
14800,2,0,0
14800,2,0,0
14800,3,0,0
14800,3,0,0
14801,1,1,0
14801,1,1,0
14801,1,1,0
14801,1,1,0
14802,3,1,0
14802,3,1,0
14802,3,1,0
14802,3,1,0
14802,3,1,0
14802,3,1,0
14802,3,1,0
14802,3,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14803,2,1,0
14806,2,0,1
14806,2,0,1
14806,2,0,1
14806,2,0,1
14809,2,0,0
14809,2,0,0
14809,2,0,0
14809,2,0,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14814,3,1,0
14884,3,1,1
14884,3,1,1
14884,3,1,1
14884,3,1,1
14884,3,1,1
14884,3,1,1
14884,3,1,1
14884,3,1,1
14899,2,1,1
14899,2,1,1
14899,2,1,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14905,3,0,1
14906,2,0,1
14906,2,0,1
14906,2,0,1
14906,2,0,1
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14907,1,0,0
14908,3,0,0
14908,3,0,0
14909,2,1,0
14909,2,1,0
14909,2,1,0
14909,2,1,0
14909,2,1,0
14911,1,1,0
14911,1,1,0
14911,1,1,0
14911,1,1,0
14889,3,1,0
14889,3,1,0
14889,3,1,0
14912,3,1,0
14912,3,1,0
14912,3,1,0
20734,1,0,0
20734,1,1,1
20735,1,0,0
20735,1,0,0
20738,1,0,0
20738,1,0,0
20738,1,0,0
20739,1,0,0
20788,2,0,1
20789,2,0,1
20797,2,0,1
20798,2,0,1
